"","BALLOT","NATEDUC","NATDRUG","NATCRIME","NATCITY","NATHEAL","NATENVIR","NATSPAC","POLVIEWS","NATRACE","NATARMS","NATAID","NATENRGY","NATSCI","NATCHLD","NATPARK","NATMASS","NATSOC","NATROAD","NATFARE","IF12WHO","VOTE12","CHILDS","DIVORCE","AGEWED","MARITAL","EVWORK","HRS1","WRKSTAT","ID_","AGE","EDUC","DEGREE","PARTYID","INCOME","HOMPOP","RACE","SEX","SPDEG","MADEG","PADEG","YEAR"
"1281",3,0,0,0,0,0,0,0,4,0,0,0,1,2,2,2,1,1,1,0,0,1,4,1,0,1,0,54,1,1281,56,12,1,4,12,3,1,2,3,7,3,2016
"1282",2,1,1,1,1,3,1,1,4,3,1,3,2,3,2,2,3,1,3,3,2,2,2,0,0,4,0,48,1,1282,30,14,1,2,11,3,1,2,7,1,1,2016
"1283",1,0,0,0,0,0,0,0,5,0,0,0,3,1,2,2,3,1,1,0,0,1,0,0,0,5,1,-1,5,1283,67,12,1,5,7,1,1,1,7,0,1,2016
"1284",3,1,2,1,2,2,1,2,4,2,2,2,1,2,2,2,2,2,2,3,2,2,0,0,0,5,0,50,1,1284,23,16,3,3,9,1,1,2,7,7,1,2016
"1285",2,3,1,2,2,3,2,2,3,2,3,1,1,1,2,2,2,1,1,2,0,1,0,0,0,5,0,40,1,1285,31,20,3,1,12,1,1,1,7,1,7,2016
"1286",2,0,0,0,0,0,0,0,7,0,0,0,1,1,1,1,2,1,1,0,0,1,1,1,0,1,1,-1,5,1286,55,12,1,6,12,3,1,1,1,0,7,2016
"1287",3,0,0,0,0,0,0,0,6,0,0,0,1,2,1,1,3,3,1,0,0,1,0,2,0,1,0,40,1,1287,24,12,1,6,12,4,1,2,1,4,2,2016
"1288",3,1,1,1,2,1,1,2,6,1,1,3,1,2,1,1,1,1,1,1,0,1,3,0,0,3,1,-1,7,1288,67,14,1,0,8,1,2,1,7,1,0,2016
"1289",2,0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,2,1,1,0,0,1,1,0,0,5,0,45,1,1289,62,6,0,2,12,2,2,2,7,1,1,2016
"1290",1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5,1,-1,5,1290,62,13,1,0,13,1,2,2,7,1,1,2016
"1291",2,1,1,2,1,2,1,2,6,1,8,2,3,3,1,1,2,2,3,2,0,1,1,0,0,5,0,20,1,1291,23,16,3,0,9,4,3,1,7,1,1,2016
"1292",1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,2,1,1,0,0,1,1,1,0,1,0,60,1,1292,50,13,1,2,12,3,2,1,4,0,0,2016
"1293",3,3,3,1,2,3,3,3,4,3,3,3,3,3,3,1,2,3,3,3,1,2,0,0,0,5,0,98,2,1293,54,14,1,3,4,2,2,1,7,8,7,2016
"1294",1,1,1,1,1,1,1,3,4,1,1,8,1,2,1,1,1,1,1,3,0,1,4,0,0,5,0,30,2,1294,58,11,1,0,12,1,2,2,7,0,8,2016
"1295",3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,3,1,1,0,0,1,1,0,0,5,0,-1,4,1295,34,12,1,0,5,3,2,2,7,1,7,2016
"1296",2,1,1,1,1,1,1,2,2,1,1,3,1,1,2,1,2,1,1,1,0,1,2,0,0,5,0,25,2,1296,37,13,1,2,12,3,2,2,7,1,7,2016
"1297",1,0,0,0,0,0,0,0,4,0,0,0,2,3,1,2,2,1,3,0,0,1,2,0,0,5,0,54,1,1297,29,13,1,0,12,3,2,2,7,1,1,2016
"1298",2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,2,1,2,1,0,1,2,1,2,0,1,0,40,1,1298,52,16,3,1,12,3,1,2,3,1,1,2016
"1299",2,0,0,0,0,0,0,0,6,0,0,0,8,1,2,2,2,1,1,0,0,1,2,2,0,1,0,36,1,1299,39,16,3,5,13,4,1,2,3,1,1,2016
"1300",1,2,1,2,3,2,3,1,6,3,1,3,2,2,2,2,2,2,1,3,0,1,1,2,0,1,1,-1,7,1300,70,16,3,6,12,2,1,2,3,0,0,2016
"1301",3,0,0,0,0,0,0,0,4,0,0,0,1,1,2,2,2,1,2,0,0,1,2,0,0,3,0,25,2,1301,73,14,2,5,12,2,1,2,7,3,0,2016
"1302",2,3,1,2,2,2,1,2,5,1,1,2,1,2,2,2,2,3,1,2,0,1,0,0,0,5,0,25,2,1302,31,19,4,5,13,3,1,2,7,1,1,2016
"1303",3,1,2,1,2,1,1,2,4,3,2,3,1,1,1,1,2,1,2,2,1,2,1,2,0,1,0,18,2,1303,25,12,1,1,11,3,1,2,1,1,7,2016
"1304",3,0,0,0,0,0,0,0,7,0,0,0,3,3,1,2,2,1,2,0,1,2,1,0,0,3,1,-1,5,1304,62,13,1,1,12,1,1,1,7,0,0,2016
"1305",3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,2,1,2,0,2,2,7,0,0,3,1,-1,5,1305,66,14,2,0,10,1,3,1,7,0,0,2016
"1306",3,0,0,0,0,0,0,0,4,0,0,0,2,1,2,2,2,2,2,0,1,3,7,0,0,3,0,40,1,1306,65,9,0,1,12,1,1,2,7,7,0,2016
"1307",1,0,0,0,0,0,0,0,2,0,0,0,1,1,8,8,2,1,1,0,0,1,2,0,0,5,0,9,2,1307,58,14,1,0,2,1,1,1,7,1,1,2016
"1308",3,1,1,2,1,1,2,2,3,2,2,3,2,2,2,2,2,1,2,3,0,1,4,0,0,3,1,-1,5,1308,65,6,0,0,4,1,3,2,7,0,7,2016
"1309",2,3,3,3,3,3,2,1,4,2,3,3,3,8,1,3,3,2,3,3,1,2,0,2,0,2,0,25,2,1309,57,12,1,6,9,2,1,1,-1,8,8,2016
"1310",1,0,0,0,0,0,0,0,5,0,0,0,2,2,2,2,2,2,2,0,9,8,5,2,0,1,0,28,2,1310,57,9,0,2,2,2,3,1,2,0,0,2016
"1311",3,0,0,0,0,0,0,0,6,0,0,0,2,1,2,2,2,2,3,0,0,1,1,0,0,5,0,36,1,1311,30,9,1,5,12,2,1,1,-1,7,1,2016
"1312",2,1,1,1,1,2,1,2,4,1,2,3,1,1,1,2,2,3,2,3,1,2,0,0,0,5,0,60,1,1312,26,12,1,1,12,2,1,2,-1,1,3,2016
"1313",2,0,0,0,0,0,0,0,4,0,0,0,3,2,1,2,8,2,2,0,1,3,4,0,0,4,0,30,1,1313,28,6,0,3,2,2,2,2,-1,0,7,2016
"1314",1,2,2,1,3,3,3,8,4,1,3,3,3,2,2,2,2,2,2,3,8,3,4,1,0,1,0,18,2,1314,58,14,1,3,8,2,1,1,0,0,0,2016
"1315",2,0,0,0,0,0,0,0,4,0,0,0,2,1,1,3,3,2,1,0,9,8,4,2,0,1,1,-1,5,1315,77,9,0,1,10,2,1,1,0,0,0,2016
"1316",3,1,1,1,1,1,2,2,4,2,2,3,1,2,2,2,2,1,1,3,2,2,0,0,0,5,0,42,1,1316,39,12,1,4,12,3,1,2,-1,1,3,2016
"1317",3,0,0,0,0,0,0,0,6,0,0,0,3,2,2,2,2,1,3,0,0,1,0,0,0,3,1,-1,5,1317,67,16,3,5,12,1,1,1,7,1,7,2016
"1318",2,1,1,1,3,2,2,2,6,1,1,3,1,2,2,2,2,2,2,3,0,1,2,2,0,1,1,-1,5,1318,70,12,1,5,12,2,1,1,1,1,1,2016
"1319",1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,8,1,1,0,0,1,5,2,0,2,1,-1,5,1319,85,12,1,1,98,2,1,2,7,0,0,2016
"1320",3,1,2,2,2,8,2,8,7,2,1,3,2,2,2,2,2,1,2,3,0,1,0,0,0,5,1,-1,8,1320,69,16,3,6,11,2,1,2,7,1,1,2016
"1321",2,0,0,0,0,0,0,0,6,0,0,0,2,2,2,2,2,1,1,0,0,1,4,2,0,2,1,-1,5,1321,87,12,1,3,98,1,1,2,7,0,8,2016
"1322",1,3,2,1,3,2,1,3,6,3,1,3,1,2,3,1,2,1,1,3,0,1,0,2,0,1,0,40,1,1322,66,12,1,6,12,2,1,2,1,1,1,2016
"1323",3,0,0,0,0,0,0,0,6,0,0,0,2,2,3,2,1,2,2,0,0,1,0,2,0,1,0,50,1,1323,31,16,4,6,12,2,1,1,3,3,1,2016
"1324",1,0,0,0,0,0,0,0,4,0,0,0,2,2,2,2,2,2,1,0,0,1,2,2,0,1,0,40,1,1324,63,17,4,3,12,2,1,2,3,1,3,2016
"1325",3,2,1,1,1,3,1,2,6,3,1,2,1,1,1,1,2,1,1,3,0,1,3,2,0,1,1,-1,7,1325,78,12,1,6,13,2,1,2,1,1,1,2016
"1326",1,3,3,1,3,3,3,1,4,3,1,3,3,1,3,1,3,1,1,3,0,1,2,2,0,1,1,-1,5,1326,68,16,3,3,12,2,1,1,4,1,1,2016
"1327",3,0,0,0,0,0,0,0,7,0,0,0,1,1,1,2,2,1,1,0,1,2,4,1,0,1,0,40,1,1327,51,16,3,1,13,3,3,1,0,0,0,2016
"1328",2,1,2,2,3,2,3,2,6,2,1,3,2,1,1,2,1,3,1,2,2,2,1,2,0,1,0,40,1,1328,30,16,3,5,12,3,1,1,3,3,3,2016
"1329",1,0,0,0,0,0,0,0,3,0,0,0,2,1,1,2,1,1,1,0,1,2,2,0,0,4,0,40,1,1329,32,16,2,2,12,4,1,2,7,1,1,2016
"1330",3,1,1,1,1,2,2,1,4,1,1,3,2,2,2,2,2,2,1,3,0,1,2,0,0,3,0,-1,4,1330,39,18,4,2,12,3,2,1,7,1,7,2016
"1331",2,0,0,0,0,0,0,0,6,0,0,0,1,1,2,2,1,2,1,0,0,1,0,2,0,1,0,40,1,1331,42,18,4,7,12,2,1,1,4,4,3,2016
"1332",3,0,0,0,0,0,0,0,3,0,0,0,1,2,1,1,1,2,1,0,0,1,3,0,0,4,0,50,1,1332,48,19,4,0,12,4,2,2,7,3,7,2016
"1333",2,1,1,2,2,1,1,2,2,2,3,3,1,2,1,2,1,2,1,2,0,1,0,0,0,5,0,40,1,1333,34,18,4,2,12,1,1,2,7,3,3,2016
"1334",3,1,1,1,1,1,1,2,2,1,3,2,1,1,2,1,1,1,1,8,0,1,3,0,0,3,0,10,1,1334,68,14,2,2,6,1,2,1,7,2,0,2016
"1335",3,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,5,0,-1,3,1335,52,16,2,1,12,1,1,1,7,1,2,2016
"1336",1,0,0,0,0,0,0,0,4,0,0,0,1,1,3,3,2,3,1,0,0,1,4,2,0,2,1,-1,5,1336,83,19,4,6,12,1,1,2,7,1,3,2016
"1337",3,1,3,1,2,1,1,1,2,2,3,2,2,1,3,1,2,2,1,2,0,1,0,0,0,5,1,-1,5,1337,73,20,4,1,12,1,1,1,7,1,7,2016
"1338",2,0,0,0,0,0,0,0,3,0,0,0,1,2,1,1,2,2,1,0,0,1,2,2,0,1,0,40,1,1338,38,16,3,1,13,4,1,1,4,3,7,2016
"1339",1,0,0,0,0,0,0,0,4,0,0,0,1,2,2,2,2,1,1,0,1,2,2,1,0,2,1,-1,5,1339,77,10,0,3,98,4,1,2,7,0,0,2016
"1340",2,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,1,0,2,2,3,0,0,5,0,35,2,1340,36,12,1,5,12,1,1,1,7,0,1,2016
"1341",1,2,1,1,3,2,1,2,2,1,3,3,1,1,1,2,2,1,2,2,0,1,2,2,0,1,0,50,1,1341,36,12,1,0,12,4,1,1,2,1,1,2016
"1342",3,1,2,1,1,2,2,2,4,2,1,3,1,2,1,2,1,1,1,3,0,1,2,1,0,1,0,30,2,1342,65,13,1,2,12,2,1,1,1,3,1,2016
"1343",2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,1,2,2,0,1,2,0,0,0,5,2,-1,8,1343,24,12,1,1,10,1,1,1,7,1,7,2016
"1344",1,2,3,1,1,2,1,1,4,3,1,3,3,3,2,2,1,2,1,3,0,1,1,2,0,2,0,50,1,1344,63,16,3,5,13,1,1,1,7,1,1,2016
"1345",2,1,2,1,1,1,2,3,4,3,2,3,2,2,2,2,2,1,2,2,0,1,3,0,0,3,0,41,1,1345,53,14,1,3,12,1,1,2,7,1,1,2016
"1346",1,0,0,0,0,0,0,0,3,0,0,0,2,2,2,8,2,1,2,0,0,1,1,2,0,1,0,42,1,1346,35,16,1,1,12,3,1,2,4,1,1,2016
"1347",3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,0,0,5,9,99,9,1347,27,99,9,9,4,2,3,1,7,7,7,2016
"1348",2,0,0,0,0,0,0,0,5,0,0,0,1,1,8,2,1,1,2,0,0,1,5,2,0,1,1,-1,5,1348,76,12,1,4,12,2,1,1,3,0,0,2016
"1349",3,0,0,0,0,0,0,0,5,0,0,0,1,1,2,1,2,1,1,0,0,1,3,2,0,1,0,40,1,1349,48,16,4,5,12,4,1,1,3,1,7,2016
"1350",3,1,1,1,1,1,2,2,5,2,2,2,3,3,1,1,1,3,1,3,2,2,0,0,0,3,0,40,1,1350,27,17,3,3,12,1,1,1,7,3,7,2016
"1351",2,0,0,0,0,0,0,0,5,0,0,0,1,2,2,2,2,1,1,0,2,2,3,1,0,1,1,-1,5,1351,72,12,1,3,12,2,1,2,1,0,0,2016
"1352",3,0,0,0,0,0,0,0,4,0,0,0,1,1,2,2,2,2,2,0,0,1,2,2,0,1,1,-1,7,1352,34,10,0,2,10,4,1,1,3,1,7,2016
"1353",2,1,2,1,1,3,2,2,5,2,3,3,1,1,1,2,2,1,1,3,2,2,9,9,0,1,9,99,9,1353,38,99,9,1,12,6,1,2,9,7,7,2016
"1354",2,0,0,0,0,0,0,0,6,0,0,0,2,2,1,2,1,1,2,0,2,2,2,0,0,3,0,48,1,1354,30,15,2,6,12,6,1,2,7,2,1,2016
"1355",3,0,0,0,0,0,0,0,2,0,0,0,1,2,2,2,2,2,1,0,0,1,4,2,0,1,0,62,1,1355,42,16,3,0,12,6,1,1,3,3,1,2016
"1356",1,0,0,0,0,0,0,0,6,0,0,0,3,1,2,1,1,1,2,0,0,1,1,0,0,3,0,40,1,1356,43,12,1,7,12,2,1,1,7,1,1,2016
"1357",1,1,1,2,2,2,1,2,4,2,2,3,1,1,1,2,2,2,1,3,0,1,3,1,0,2,1,-1,5,1357,80,15,1,1,12,1,1,2,7,3,3,2016
"1358",3,0,0,0,0,0,0,0,7,0,0,0,2,2,3,2,2,2,1,0,0,1,7,2,0,1,1,-1,5,1358,80,14,1,6,13,2,1,1,1,0,0,2016
"1359",3,1,1,2,3,2,1,1,9,2,1,2,1,2,2,1,2,3,3,3,0,1,0,0,0,5,0,-1,4,1359,22,12,1,2,12,3,1,1,-1,1,1,2016
"1360",1,1,1,1,3,1,3,3,4,1,1,3,3,3,2,2,2,1,2,3,3,2,2,1,0,1,1,-1,8,1360,42,12,1,5,12,3,1,2,1,0,7,2016
"1361",3,0,0,0,0,0,0,0,8,0,0,0,8,8,1,1,1,1,1,0,3,2,7,1,0,1,1,-1,7,1361,49,9,0,3,98,3,1,2,1,0,7,2016
"1362",1,0,0,0,0,0,0,0,6,0,0,0,2,2,2,1,3,1,1,0,0,1,2,2,0,1,0,50,1,1362,41,16,3,6,12,4,1,1,2,3,4,2016
"1363",2,0,0,0,0,0,0,0,2,0,0,0,2,2,1,2,1,1,2,0,1,2,1,0,0,3,0,55,1,1363,57,9,1,4,9,1,2,1,-1,1,1,2016
"1364",1,1,1,1,1,1,2,2,4,1,2,2,1,2,1,2,1,1,1,2,0,1,3,2,0,1,0,40,1,1364,49,13,1,0,12,4,2,1,1,1,3,2016
"1365",3,0,0,0,0,0,0,0,6,0,0,0,2,8,8,2,1,8,2,0,8,2,0,0,0,3,2,-1,7,1365,40,8,0,3,12,7,2,2,-1,8,3,2016
"1366",2,1,1,1,1,1,1,3,4,1,8,2,1,3,1,1,2,1,3,2,0,1,4,0,0,3,1,-1,5,1366,66,12,1,9,13,1,2,2,7,1,1,2016
"1367",1,0,0,0,0,0,0,0,8,0,0,0,3,8,1,1,8,1,1,0,0,1,7,0,0,3,1,-1,5,1367,81,10,0,0,11,1,3,2,7,0,0,2016
"1368",3,1,2,1,8,1,1,2,4,2,8,2,8,2,2,2,2,1,1,3,0,1,3,1,0,2,1,-1,5,1368,87,12,1,0,11,1,1,2,7,0,1,2016
"1369",2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,0,0,1,2,0,0,3,1,-1,5,1369,59,17,4,1,12,1,1,1,7,1,1,2016
"1370",1,2,1,1,8,2,1,3,2,1,2,1,1,1,2,2,1,2,2,1,1,2,4,2,0,1,0,-1,4,1370,52,15,3,2,12,4,2,1,1,0,0,2016
"1371",1,0,0,0,0,0,0,0,4,0,0,0,2,1,8,2,2,1,3,0,0,1,1,0,0,3,0,45,1,1371,58,12,1,7,12,1,2,2,7,1,1,2016
"1372",2,0,0,0,0,0,0,0,4,0,0,0,8,3,2,2,1,2,3,0,1,3,1,2,0,1,0,84,1,1372,30,12,1,2,11,3,1,1,3,2,0,2016
"1373",1,1,1,2,1,1,1,2,1,1,3,1,1,2,1,2,2,1,2,1,1,2,0,0,0,5,0,50,1,1373,26,17,3,2,12,1,1,2,7,1,7,2016
"1374",3,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,2,1,1,0,1,3,0,0,0,5,1,-1,6,1374,20,14,1,0,12,3,1,1,7,3,1,2016
"1375",2,2,1,2,1,3,1,8,6,2,2,3,8,1,1,1,2,2,3,3,2,3,0,0,0,5,1,-1,6,1375,20,13,2,6,12,4,1,1,7,1,1,2016
"1376",1,0,0,0,0,0,0,0,4,0,0,0,1,2,2,2,1,8,2,0,3,3,0,0,0,5,0,-1,4,1376,23,16,3,3,9,2,1,1,7,3,2,2016
"1377",3,1,1,1,3,1,1,3,4,3,3,1,8,3,1,2,2,1,3,3,0,1,0,0,0,5,0,40,1,1377,25,16,1,7,9,6,1,2,7,1,7,2016
"1378",2,0,0,0,0,0,0,0,3,0,0,0,1,1,8,2,2,1,1,0,1,3,0,0,0,5,0,15,2,1378,20,13,1,1,2,2,1,1,7,7,3,2016
"1379",3,0,0,0,0,0,0,0,5,0,0,0,1,8,1,2,1,1,1,0,8,3,0,0,0,4,0,30,2,1379,31,17,3,4,9,2,1,1,7,3,4,2016
"1380",2,2,2,1,1,1,2,8,1,1,2,8,8,8,8,2,1,8,2,8,1,3,0,0,0,5,0,40,1,1380,26,16,4,3,13,1,3,2,7,4,3,2016
"1381",1,0,0,0,0,0,0,0,1,0,0,0,8,3,1,2,3,1,8,0,1,3,0,0,0,5,0,15,2,1381,19,13,1,2,9,4,1,2,7,3,7,2016
"1382",3,1,1,8,2,1,1,2,4,2,3,3,1,1,1,2,1,2,2,3,2,2,0,0,0,5,1,-1,6,1382,30,14,1,5,4,3,1,1,7,3,3,2016
"1383",2,0,0,0,0,0,0,0,4,0,0,0,2,2,1,1,1,8,2,0,8,2,0,0,0,5,1,-1,6,1383,23,17,3,3,98,2,1,2,7,1,1,2016
"1384",1,3,1,1,2,1,3,1,4,2,2,1,3,2,1,3,1,2,2,3,8,2,0,0,0,5,0,25,2,1384,23,14,2,3,13,3,1,1,7,0,9,2016
"1385",3,0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,1,1,1,0,3,2,1,2,0,1,0,70,1,1385,53,16,3,5,13,3,1,1,4,4,4,2016
"1386",2,1,1,1,1,2,1,3,2,1,2,2,1,2,1,1,2,1,2,3,1,3,0,0,0,5,0,8,2,1386,19,13,1,1,12,2,1,2,7,1,1,2016
"1387",2,0,0,0,0,0,0,0,3,0,0,0,1,2,8,2,2,2,1,0,0,1,2,0,0,3,0,24,1,1387,40,16,3,5,12,3,1,2,7,1,3,2016
"1388",1,1,1,1,8,1,1,8,4,2,1,2,1,8,1,8,8,1,2,3,3,2,2,1,0,1,0,50,1,1388,52,12,1,3,12,4,1,2,1,1,1,2016
"1389",3,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,2,1,2,0,0,1,1,2,0,1,0,65,1,1389,47,12,1,3,12,2,1,1,1,0,0,2016
"1390",2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,3,2,2,0,0,5,0,70,1,1390,38,7,0,3,98,1,3,1,7,1,1,2016
"1391",3,2,2,1,1,1,3,1,6,2,1,3,1,2,2,3,2,1,1,2,0,1,2,2,0,1,0,48,1,1391,54,12,1,6,12,2,1,2,1,0,1,2016
"1392",2,2,1,1,1,1,1,3,4,3,8,3,1,1,3,1,2,2,2,8,8,2,2,2,0,1,1,-1,7,1392,47,14,1,2,11,4,1,2,0,1,1,2016
"1393",3,1,1,2,1,2,3,8,5,1,1,3,1,1,2,2,2,1,2,3,0,1,3,1,0,1,1,-1,7,1393,67,18,4,5,12,2,1,2,1,1,0,2016
"1394",1,2,2,2,3,3,2,2,6,3,3,3,2,2,3,3,2,3,3,3,0,1,0,0,0,5,0,-1,3,1394,57,20,4,5,11,1,1,1,7,1,1,2016
"1395",3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,0,0,1,3,2,0,2,1,-1,5,1395,89,13,1,0,12,1,1,1,7,0,0,2016
"1396",2,1,1,1,1,1,1,8,4,1,2,3,3,3,2,3,2,2,2,1,0,1,1,0,0,3,1,-1,5,1396,51,15,1,1,12,1,3,2,7,0,7,2016
"1397",1,0,0,0,0,0,0,0,3,0,0,0,1,2,2,1,3,2,2,0,3,2,0,2,0,1,0,20,2,1397,32,13,1,3,12,2,1,2,1,3,1,2016
"1398",3,1,1,1,1,3,3,3,6,2,1,3,2,2,1,2,2,1,2,3,2,3,0,0,0,5,0,20,2,1398,22,13,1,5,9,1,1,2,7,3,7,2016
"1399",2,1,1,2,1,1,8,8,5,2,1,3,1,2,1,1,1,2,2,2,3,2,2,0,0,5,0,16,2,1399,42,12,0,3,1,1,1,1,7,1,1,2016
"1400",1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,3,1,2,2,1,2,3,0,0,3,2,-1,7,1400,37,11,0,0,11,5,1,2,7,1,0,2016
"1401",1,0,0,0,0,0,0,0,5,0,0,0,2,2,1,2,2,2,1,0,1,3,2,2,0,1,0,40,1,1401,54,16,3,1,4,3,1,1,3,0,7,2016
"1402",3,1,1,1,3,2,1,3,4,1,3,1,3,2,1,1,1,3,3,3,0,1,0,0,0,5,0,20,2,1402,24,15,1,2,12,1,2,2,7,2,7,2016
"1403",1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,0,1,2,0,0,3,0,50,1,1403,25,14,1,0,12,4,1,2,-1,1,1,2016
"1404",3,0,0,0,0,0,0,0,2,0,0,0,1,8,2,1,2,1,2,0,0,1,1,0,0,5,1,-1,7,1404,44,12,1,3,6,2,2,2,7,1,2,2016
"1405",1,0,0,0,0,0,0,0,2,0,0,0,3,3,1,1,2,2,3,0,1,2,0,0,0,5,0,60,1,1405,25,14,1,4,10,1,1,1,7,3,4,2016
"1406",3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,1,2,1,2,2,2,0,1,0,86,1,1406,24,15,1,4,12,3,1,1,1,1,7,2016
"1407",3,0,0,0,0,0,0,0,5,0,0,0,1,1,2,1,1,1,3,0,0,1,2,0,0,3,1,-1,5,1407,78,12,1,5,12,1,1,2,7,1,7,2016
"1408",2,1,3,3,2,3,1,2,2,2,3,3,1,1,2,2,2,2,2,3,0,1,0,0,0,5,0,35,1,1408,23,12,1,6,11,5,1,2,7,1,1,2016
"1409",3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,2,1,3,0,1,2,1,2,0,1,0,36,1,1409,38,6,0,2,12,3,1,1,1,1,0,2016
"1410",1,0,0,0,0,0,0,0,5,0,0,0,2,1,1,2,2,1,2,0,1,2,5,1,0,1,0,52,1,1410,57,8,0,1,12,4,1,1,0,0,0,2016
"1411",3,1,1,1,2,1,1,2,1,1,1,3,1,1,8,2,2,1,2,1,0,1,2,0,0,3,1,-1,5,1411,70,12,1,0,13,1,1,2,7,0,1,2016
"1412",2,0,0,0,0,0,0,0,2,0,0,0,2,2,1,1,1,1,1,0,0,1,4,0,0,3,1,-1,5,1412,69,12,1,0,12,1,1,1,7,8,1,2016
"1413",1,2,2,1,1,1,1,3,4,1,2,3,2,1,3,2,2,2,2,2,0,1,2,0,0,3,1,-1,5,1413,77,9,0,0,8,1,2,2,7,0,0,2016
"1414",1,3,8,1,3,1,8,8,6,8,1,3,8,3,1,3,8,1,1,3,0,1,4,2,0,1,1,-1,5,1414,85,12,1,5,12,2,1,2,3,1,1,2016
"1415",2,1,3,1,2,2,1,1,3,1,3,3,1,1,1,1,1,1,2,2,0,1,0,0,0,5,0,60,1,1415,25,13,1,2,12,4,1,1,7,1,3,2016
"1416",1,0,0,0,0,0,0,0,5,0,0,0,1,1,2,2,1,2,1,0,0,1,3,2,0,2,1,-1,5,1416,62,14,1,4,13,1,1,1,7,1,7,2016
"1417",3,2,1,2,8,2,8,1,6,2,1,3,2,1,2,2,1,1,2,3,0,1,2,2,0,1,1,-1,5,1417,84,12,1,5,13,2,1,2,1,8,7,2016
"1418",1,1,1,1,1,1,1,3,4,1,3,3,2,2,2,2,1,1,1,3,1,2,4,2,0,1,1,-1,5,1418,71,11,0,2,13,2,1,2,3,1,7,2016
"1419",2,1,2,2,2,1,1,2,5,1,2,3,2,1,1,2,1,2,1,2,0,1,3,2,0,1,0,45,1,1419,54,16,3,4,13,2,1,2,4,1,3,2016
"1420",2,0,0,0,0,0,0,0,5,0,0,0,1,2,1,3,1,2,1,0,8,2,3,1,0,1,1,-1,5,1420,74,12,1,4,12,2,1,1,4,1,8,2016
"1421",2,0,0,0,0,0,0,0,3,0,0,0,1,1,1,2,1,2,1,0,0,1,2,2,0,1,0,40,1,1421,37,19,4,1,12,4,1,1,3,1,1,2016
"1422",3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,2,1,0,0,1,2,2,0,1,1,-1,5,1422,80,14,1,0,12,2,1,1,1,1,1,2016
"1423",2,1,1,8,1,2,2,3,4,1,2,3,1,2,1,1,1,1,8,1,0,1,0,0,0,5,1,-1,5,1423,74,8,0,1,11,1,1,1,7,1,1,2016
"1424",3,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,2,2,0,1,2,2,0,1,0,36,1,1424,37,12,1,5,12,4,1,2,1,1,7,2016
"1425",2,0,0,0,0,0,0,0,4,0,0,0,1,2,2,1,2,1,2,0,0,1,0,2,0,1,0,55,1,1425,33,15,1,0,12,2,1,2,1,1,1,2016
"1426",1,2,8,1,1,1,8,8,4,2,3,2,2,2,1,1,1,1,2,3,0,1,0,0,0,3,0,24,1,1426,62,12,1,1,13,1,1,2,7,1,1,2016
"1427",3,0,0,0,0,0,0,0,4,0,0,0,2,2,1,2,1,1,1,0,0,1,0,0,0,3,1,-1,5,1427,74,12,1,0,12,1,1,1,7,1,1,2016
"1428",2,1,1,1,1,1,1,2,6,1,2,3,1,1,2,8,2,2,1,8,0,1,2,2,0,2,1,-1,5,1428,83,16,3,5,12,1,3,2,7,1,1,2016
"1429",1,0,0,0,0,0,0,0,2,0,0,0,1,3,2,2,2,1,1,0,0,1,0,0,0,3,0,20,2,1429,40,15,1,1,2,1,1,2,7,2,1,2016
"1430",2,0,0,0,0,0,0,0,6,0,0,0,2,2,1,2,2,1,1,0,2,2,1,1,0,1,0,35,1,1430,57,20,4,6,12,2,1,2,1,1,1,2016
"1431",2,1,1,1,1,2,2,2,5,3,3,3,3,2,3,1,2,1,2,2,0,1,1,0,0,3,0,48,1,1431,50,13,1,2,12,1,1,1,7,1,3,2016
