"","BALLOT","NATEDUC","NATDRUG","NATCRIME","NATCITY","NATHEAL","NATENVIR","NATSPAC","POLVIEWS","NATRACE","NATARMS","NATAID","NATENRGY","NATSCI","NATCHLD","NATPARK","NATMASS","NATSOC","NATROAD","NATFARE","IF12WHO","VOTE12","CHILDS","DIVORCE","AGEWED","MARITAL","EVWORK","HRS1","WRKSTAT","ID_","AGE","EDUC","DEGREE","PARTYID","INCOME","HOMPOP","RACE","SEX","SPDEG","MADEG","PADEG","YEAR"
"922",2,1,2,1,2,1,1,2,3,2,1,2,1,2,1,2,2,1,2,2,0,1,2,2,0,1,2,-1,7,922,27,12,1,5,12,4,1,2,1,1,1,2016
"923",1,0,0,0,0,0,0,0,5,0,0,0,1,1,1,2,1,1,1,0,0,1,4,2,0,1,1,-1,5,923,66,17,3,1,12,2,1,1,1,0,0,2016
"924",2,0,0,0,0,0,0,0,3,0,0,0,1,8,1,1,2,1,2,0,0,1,3,1,0,1,0,80,1,924,60,16,4,2,12,2,2,1,1,3,7,2016
"925",1,1,1,1,1,1,2,3,4,2,2,3,2,1,2,1,1,1,1,1,2,3,0,0,0,5,1,-1,6,925,19,12,1,2,13,2,1,2,7,1,1,2016
"926",1,0,0,0,0,0,0,0,6,0,0,0,2,1,1,2,2,2,2,0,2,2,1,2,0,1,0,89,1,926,30,12,1,3,12,3,1,1,1,1,1,2016
"927",3,1,1,1,2,1,1,2,1,1,1,3,1,2,2,2,2,1,2,1,0,1,2,1,0,1,0,40,1,927,37,14,1,0,12,2,1,2,2,2,1,2016
"928",3,0,0,0,0,0,0,0,6,0,0,0,1,2,2,2,1,1,1,0,0,1,2,2,0,1,0,50,1,928,50,12,1,6,2,8,1,1,1,7,8,2016
"929",1,0,0,0,0,0,0,0,4,0,0,0,2,2,3,2,2,3,3,0,3,2,3,2,0,1,0,55,1,929,35,13,1,3,5,2,3,2,1,0,0,2016
"930",2,0,0,0,0,0,0,0,2,0,0,0,1,2,8,2,2,1,1,0,0,1,0,2,0,1,0,40,1,930,44,20,3,1,13,2,1,1,3,8,1,2016
"931",3,0,0,0,0,0,0,0,4,0,0,0,1,1,2,2,2,1,1,0,0,1,7,2,0,1,1,-1,5,931,70,12,1,0,11,4,1,2,1,0,0,2016
"932",2,2,1,1,1,1,1,2,2,1,3,2,2,3,1,1,1,1,2,3,1,3,0,0,0,5,0,30,2,932,20,11,0,3,12,4,3,2,7,0,1,2016
"933",3,1,1,1,2,2,1,3,4,2,3,2,2,3,1,2,2,2,2,2,1,2,5,0,0,5,2,-1,7,933,33,9,0,3,6,6,1,2,7,0,7,2016
"934",1,1,2,2,1,2,1,2,4,2,3,3,2,2,1,2,2,1,2,1,1,2,4,2,0,1,0,50,1,934,51,12,1,1,12,6,1,1,0,0,0,2016
"935",3,0,0,0,0,0,0,0,2,0,0,0,2,2,1,2,2,1,2,0,0,1,3,2,0,1,1,-1,8,935,62,9,0,1,7,2,3,1,0,0,0,2016
"936",1,1,1,1,1,1,1,3,4,2,3,3,1,1,1,2,3,1,1,3,1,2,3,2,0,1,1,-1,7,936,46,13,1,4,12,4,1,2,1,1,7,2016
"937",3,0,0,0,0,0,0,0,4,0,0,0,1,2,1,2,1,2,2,0,3,2,2,2,0,1,0,48,1,937,47,12,1,1,12,3,1,1,3,1,8,2016
"938",1,1,1,1,8,1,1,8,4,8,1,3,3,1,8,1,1,2,2,1,0,1,0,1,0,1,0,45,1,938,56,17,3,5,12,2,1,2,3,3,4,2016
"939",1,0,0,0,0,0,0,0,4,0,0,0,1,2,1,2,2,1,3,0,0,1,0,0,0,5,0,40,1,939,27,18,4,4,12,2,1,2,-1,1,1,2016
"940",1,0,0,0,0,0,0,0,5,0,0,0,8,8,8,2,8,3,2,0,0,1,0,2,0,1,0,50,1,940,27,17,4,4,12,2,1,2,1,1,1,2016
"941",1,1,3,3,2,8,2,8,8,1,3,1,1,1,1,1,2,1,1,8,8,3,2,0,0,3,0,50,1,941,40,17,4,9,12,1,2,1,7,1,4,2016
"942",2,0,0,0,0,0,0,0,4,0,0,0,2,1,1,3,8,3,2,0,1,2,1,2,0,1,0,40,1,942,32,14,2,3,13,3,3,2,1,0,0,2016
"943",3,1,1,2,1,1,1,2,2,2,3,8,2,2,1,1,1,1,1,1,0,1,0,2,0,1,1,-1,5,943,63,16,3,2,12,3,1,2,3,0,1,2016
"944",2,0,0,0,0,0,0,0,4,0,0,0,2,3,1,2,2,1,1,0,3,2,5,2,0,1,0,36,1,944,38,16,3,2,12,7,1,2,3,4,1,2016
"945",3,0,0,0,0,0,0,0,5,0,0,0,1,1,1,2,1,1,3,0,1,2,2,0,0,5,0,10,2,945,35,13,0,2,2,1,3,1,7,3,7,2016
"946",1,0,0,0,0,0,0,0,7,0,0,0,3,3,1,1,1,1,3,0,0,1,5,0,0,5,1,-1,7,946,79,10,0,1,9,3,3,2,-1,0,0,2016
"947",3,1,2,2,2,2,1,1,4,9,2,2,1,1,2,2,2,1,2,2,1,2,8,0,0,5,1,-1,8,947,47,12,1,2,3,7,3,1,7,1,7,2016
"948",3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,2,0,0,1,6,0,0,3,0,40,1,948,43,14,3,0,12,5,3,1,7,0,3,2016
"949",1,0,0,0,0,0,0,0,8,0,0,0,1,2,1,1,2,1,2,0,8,2,0,0,0,3,0,40,1,949,44,14,1,3,13,2,3,2,7,1,1,2016
"950",2,0,0,0,0,0,0,0,2,0,0,0,3,3,1,3,1,3,3,0,1,2,7,0,0,5,2,-1,7,950,34,8,0,3,2,3,3,2,7,0,1,2016
"951",3,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,1,0,1,2,0,0,0,4,0,37,2,951,43,13,1,2,12,4,3,2,-1,0,1,2016
"952",1,0,0,0,0,0,0,0,8,0,0,0,8,8,1,2,2,2,3,0,1,2,2,0,0,5,2,-1,7,952,28,12,0,1,2,1,2,2,7,0,7,2016
"953",3,2,3,3,1,1,2,2,3,3,3,3,1,2,2,3,3,1,3,3,0,1,2,0,0,5,0,70,1,953,44,16,1,0,13,2,1,2,7,3,7,2016
"954",1,1,1,1,1,1,1,1,4,1,3,3,1,1,1,2,3,1,2,3,0,1,2,2,0,2,0,60,1,954,54,14,1,0,12,1,2,2,7,1,4,2016
"955",3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,1,1,1,0,0,1,3,2,0,2,1,-1,5,955,79,12,1,0,11,1,2,2,7,0,0,2016
"956",2,1,1,1,1,1,2,3,2,1,1,2,1,1,2,1,2,1,1,1,0,1,4,0,0,5,1,-1,8,956,59,12,1,2,98,1,2,1,7,7,7,2016
"957",1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,2,1,1,0,0,1,1,0,0,5,0,22,2,957,28,12,1,4,10,1,2,2,7,1,7,2016
"958",3,1,1,3,1,1,1,3,8,1,3,3,1,3,1,2,1,1,1,2,3,3,9,0,0,3,0,-1,4,958,52,12,1,7,1,2,2,1,-1,7,1,2016
"959",2,0,0,0,0,0,0,0,7,0,0,0,1,2,8,2,2,2,2,0,1,2,0,0,0,5,1,-1,7,959,63,12,1,6,8,1,1,2,7,1,0,2016
"960",1,8,8,8,8,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,0,0,0,5,2,-1,8,960,30,12,1,3,8,1,2,1,7,8,7,2016
"961",3,0,0,0,0,0,0,0,4,0,0,0,1,8,1,2,3,2,3,0,0,1,1,0,0,5,0,-1,4,961,24,12,1,1,98,1,2,2,7,1,7,2016
"962",1,0,0,0,0,0,0,0,4,0,0,0,8,2,1,3,2,2,2,0,0,1,1,0,0,5,0,40,1,962,29,12,1,3,12,1,2,1,7,1,7,2016
"963",2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,0,0,1,3,2,0,1,1,-1,7,963,46,12,1,0,12,4,1,1,3,1,7,2016
"964",1,1,3,2,3,3,2,2,4,3,1,3,1,1,2,3,2,1,1,3,0,1,4,0,0,3,0,7,2,964,73,12,1,1,10,1,1,2,7,0,0,2016
"965",3,0,0,0,0,0,0,0,3,0,0,0,3,2,1,3,3,2,1,0,0,1,3,2,0,1,1,-1,8,965,57,12,1,2,12,2,1,1,1,0,0,2016
"966",2,1,3,3,3,1,1,1,4,3,3,3,1,1,1,1,2,3,2,3,3,3,0,0,0,5,0,33,2,966,20,12,1,3,9,3,1,2,7,2,1,2016
"967",1,0,0,0,0,0,0,0,6,0,0,0,1,1,2,2,3,3,2,0,0,1,2,2,0,1,0,36,1,967,51,16,3,5,13,4,1,1,3,3,1,2016
"968",2,0,0,0,0,0,0,0,5,0,0,0,1,1,1,2,2,1,2,0,0,1,4,1,0,1,0,40,1,968,43,15,1,6,12,6,3,1,3,1,1,2016
"969",3,0,0,0,0,0,0,0,4,0,0,0,1,1,2,1,1,2,1,0,0,1,2,2,0,1,0,52,1,969,65,16,3,3,12,2,1,1,1,1,7,2016
"970",1,0,0,0,0,0,0,0,4,0,0,0,1,2,2,1,2,1,1,0,3,2,1,0,0,4,1,-1,7,970,28,14,2,3,10,1,1,1,7,1,1,2016
"971",3,1,2,1,2,1,1,2,2,1,3,2,1,2,2,1,2,1,2,2,1,3,0,0,0,5,1,-1,7,971,25,15,3,2,98,1,1,1,7,1,0,2016
"972",3,0,0,0,0,0,0,0,6,0,0,0,3,2,1,3,2,1,1,0,0,1,0,0,0,5,0,-1,4,972,40,10,0,1,1,2,1,1,7,0,7,2016
"973",1,0,0,0,0,0,0,0,9,0,0,0,1,3,1,1,3,1,1,0,0,1,3,0,0,4,1,-1,7,973,56,12,1,0,13,2,2,1,7,8,8,2016
"974",2,0,0,0,0,0,0,0,4,0,0,0,2,1,1,2,1,2,1,0,1,3,3,2,0,1,0,40,1,974,34,19,4,3,13,2,3,1,3,0,3,2016
"975",1,1,1,1,1,1,1,2,4,2,3,1,1,2,8,2,2,1,1,8,1,2,0,0,0,5,0,8,2,975,27,13,1,3,98,2,1,1,7,2,0,2016
"976",3,0,0,0,0,0,0,0,3,0,0,0,1,2,2,2,2,1,2,0,0,1,1,0,0,3,0,60,1,976,59,14,1,3,12,2,1,2,7,1,7,2016
"977",2,2,2,1,1,1,1,2,4,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,0,1,0,12,2,977,25,12,1,4,11,4,1,2,1,1,1,2016
"978",1,0,0,0,0,0,0,0,7,0,0,0,1,2,1,2,2,1,1,0,0,1,3,0,0,3,0,30,2,978,56,16,3,6,9,1,1,1,7,3,4,2016
"979",1,2,1,2,3,2,2,3,5,3,3,3,3,3,2,3,2,2,2,3,0,1,2,1,0,1,1,-1,7,979,61,12,1,3,13,2,1,2,1,1,1,2016
"980",1,0,0,0,0,0,0,0,4,0,0,0,1,2,2,2,2,1,1,0,0,1,2,2,0,1,0,40,1,980,56,12,1,1,12,4,1,2,1,1,1,2016
"981",2,0,0,0,0,0,0,0,5,0,0,0,1,1,2,2,2,1,3,0,0,1,1,0,0,4,0,32,2,981,46,14,2,5,10,2,1,2,7,1,1,2016
"982",3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,2,0,0,1,2,2,0,1,0,40,1,982,35,19,3,1,13,6,3,2,3,1,7,2016
"983",2,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,3,0,0,0,5,0,45,1,983,31,16,3,0,12,3,1,2,7,0,0,2016
"984",3,1,1,1,1,1,2,1,4,1,1,3,1,1,1,2,2,1,1,2,0,1,4,2,0,1,0,-1,4,984,57,12,1,5,11,3,1,1,1,1,1,2016
"985",1,1,2,1,2,1,1,1,4,2,1,3,2,2,2,1,1,1,1,1,0,1,1,2,0,1,0,50,1,985,50,13,1,5,12,3,1,2,1,1,0,2016
"986",3,0,0,0,0,0,0,0,4,0,0,0,2,2,1,1,2,1,1,0,2,2,0,0,0,5,0,-1,4,986,25,13,1,4,12,3,1,1,7,0,0,2016
"987",3,1,1,3,2,1,1,2,4,2,3,3,2,2,1,2,2,1,1,3,1,2,3,0,0,3,0,40,1,987,59,16,1,1,9,5,1,2,7,0,0,2016
"988",3,0,0,0,0,0,0,0,2,0,0,0,1,2,2,2,1,2,1,0,0,1,1,2,0,1,1,-1,5,988,73,14,1,1,12,2,1,1,1,0,0,2016
"989",1,0,0,0,0,0,0,0,4,0,0,0,2,1,2,1,2,1,1,0,1,2,2,0,0,4,0,-1,4,989,60,12,1,1,12,3,3,1,7,1,0,2016
"990",2,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,2,0,0,1,2,2,0,1,1,-1,5,990,66,12,1,1,13,2,1,1,1,0,0,2016
"991",3,0,0,0,0,0,0,0,4,0,0,0,2,2,1,1,2,1,1,0,1,2,8,2,0,1,1,-1,5,991,84,6,0,3,98,4,3,1,0,0,0,2016
"992",1,0,0,0,0,0,0,0,3,0,0,0,1,2,3,3,2,2,3,0,0,1,3,0,0,4,0,40,1,992,57,11,0,0,10,5,3,2,7,1,0,2016
"993",2,0,0,0,0,0,0,0,6,0,0,0,2,2,2,2,2,1,1,0,0,1,3,2,0,2,1,-1,5,993,68,12,1,4,12,3,1,1,7,1,1,2016
"994",1,1,1,1,2,3,2,3,4,2,1,3,3,3,2,1,1,1,1,3,0,1,0,0,0,5,0,40,1,994,35,12,1,2,12,3,1,2,-1,0,0,2016
"995",3,2,1,2,2,1,1,3,6,2,2,3,1,1,1,1,2,2,2,1,1,2,0,2,0,1,1,-1,7,995,28,16,3,5,12,2,3,2,1,1,1,2016
"996",2,1,2,2,2,1,1,2,9,1,3,2,1,1,2,2,1,2,2,2,0,1,1,2,0,1,0,-1,4,996,35,17,1,0,98,2,1,2,3,4,4,2016
"997",1,0,0,0,0,0,0,0,4,0,0,0,1,2,8,1,1,1,2,0,0,1,0,0,0,5,0,35,1,997,42,17,4,2,12,1,1,2,7,1,1,2016
"998",1,1,1,1,1,1,1,3,4,2,1,3,2,2,1,1,1,1,2,3,1,2,2,0,0,3,0,-1,4,998,38,12,1,2,10,3,1,2,-1,0,0,2016
"999",3,0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,2,1,1,0,0,1,5,2,0,1,0,40,1,999,69,8,0,1,12,2,1,1,0,0,7,2016
"1000",1,0,0,0,0,0,0,0,4,0,0,0,2,2,2,2,2,2,2,0,0,1,3,0,0,3,1,-1,5,1000,68,12,1,5,12,1,1,1,7,1,7,2016
"1001",3,0,0,0,0,0,0,0,3,0,0,0,1,1,1,2,2,1,2,0,0,1,0,0,0,5,0,40,1,1001,44,14,1,0,12,2,1,1,-1,0,0,2016
"1002",1,0,0,0,0,0,0,0,6,0,0,0,2,1,1,2,1,1,1,0,0,1,2,2,0,1,1,-1,5,1002,67,16,3,6,12,2,1,1,3,1,1,2016
"1003",2,0,0,0,0,0,0,0,5,0,0,0,1,2,1,2,2,1,1,0,0,1,1,0,0,5,0,40,1,1003,28,12,1,2,8,3,1,2,-1,0,0,2016
"1004",1,2,2,2,2,1,2,2,4,2,2,3,2,2,2,2,2,2,2,2,0,1,3,2,0,1,0,5,1,1004,45,20,3,4,12,2,1,2,3,1,4,2016
"1005",2,2,2,1,1,2,2,3,6,1,2,3,2,2,2,2,2,2,1,3,0,1,0,0,0,3,0,42,1,1005,62,16,3,6,9,1,1,1,7,1,1,2016
"1006",1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,1,2,1,0,0,1,2,1,0,2,1,-1,5,1006,68,18,4,0,12,1,2,2,7,1,1,2016
"1007",3,1,1,1,1,2,2,2,5,2,2,3,2,1,2,2,2,2,2,3,0,1,1,2,0,1,0,8,2,1007,34,17,3,2,12,3,1,2,1,1,1,2016
"1008",2,0,0,0,0,0,0,0,2,0,0,0,1,2,1,2,2,1,2,0,1,2,1,0,0,3,0,60,1,1008,32,19,3,2,12,1,1,2,7,1,1,2016
"1009",1,1,1,2,3,3,1,1,1,2,3,3,2,1,1,2,3,1,1,1,3,2,0,0,0,5,0,50,1,1009,24,11,0,3,12,2,1,2,-1,1,1,2016
"1010",2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,3,2,2,2,0,1,2,1,0,1,0,-1,3,1010,31,20,4,0,12,1,1,2,1,3,1,2016
"1011",1,0,0,0,0,0,0,0,4,0,0,0,2,8,1,1,2,1,2,0,0,1,1,0,0,5,0,-1,4,1011,32,16,3,0,12,2,2,2,7,0,8,2016
"1012",3,1,1,1,2,1,1,1,2,1,3,2,1,2,1,1,2,2,1,2,1,2,0,0,0,5,0,35,2,1012,22,12,1,1,10,2,1,1,7,1,1,2016
"1013",2,0,0,0,0,0,0,0,4,0,0,0,2,1,1,2,1,2,1,0,1,2,0,0,0,5,0,57,1,1013,25,15,1,1,12,1,2,1,7,3,7,2016
"1014",2,3,1,1,1,2,1,3,5,1,2,3,1,1,1,1,8,1,2,3,1,2,0,2,0,1,0,-1,3,1014,34,16,3,4,12,2,2,2,1,8,3,2016
"1015",3,2,1,1,3,8,2,3,6,2,1,1,1,2,1,2,2,1,2,2,9,2,2,2,0,1,0,-1,4,1015,35,12,1,9,9,4,3,2,0,1,7,2016
"1016",2,0,0,0,0,0,0,0,5,0,0,0,3,3,1,1,8,1,2,0,0,1,3,2,0,2,0,40,1,1016,60,15,1,2,12,1,2,2,7,0,7,2016
"1017",1,1,2,1,2,1,1,1,3,2,3,3,1,1,1,2,2,1,1,3,0,1,0,0,0,5,0,70,1,1017,64,12,1,2,12,1,1,2,7,1,1,2016
"1018",3,0,0,0,0,0,0,0,4,0,0,0,2,2,2,2,2,2,3,0,0,1,1,0,0,5,0,40,1,1018,26,12,1,1,12,1,2,1,7,1,2,2016
"1019",2,1,1,2,1,1,1,1,4,1,3,1,1,1,1,1,1,1,2,1,2,2,1,0,0,5,0,42,1,1019,30,10,1,3,11,2,1,1,7,7,1,2016
"1020",3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,1,4,1,0,1,0,55,2,1020,63,18,4,1,12,1,1,1,4,1,1,2016
"1021",2,0,0,0,0,0,0,0,5,0,0,0,1,1,2,2,1,3,2,0,0,1,2,2,0,1,0,72,1,1021,46,17,3,4,12,2,1,1,4,3,4,2016
"1022",2,1,8,2,8,1,1,3,4,1,2,2,1,1,1,1,2,1,2,3,0,1,0,0,0,5,0,36,2,1022,24,14,1,4,8,2,3,1,7,1,7,2016
"1023",1,0,0,0,0,0,0,0,8,0,0,0,2,8,2,2,2,2,2,0,3,3,1,2,0,1,0,40,1,1023,32,14,2,3,11,3,1,1,1,0,1,2016
"1024",3,2,2,2,2,3,2,2,4,2,2,3,2,2,3,2,2,2,1,3,0,1,0,0,0,5,0,37,2,1024,61,17,3,6,10,1,1,1,7,1,1,2016
"1025",2,0,0,0,0,0,0,0,6,0,0,0,2,3,1,2,2,2,2,0,0,1,2,1,0,1,0,45,1,1025,57,19,4,5,13,2,1,2,1,1,0,2016
"1026",1,1,1,3,2,3,1,3,1,1,3,3,1,1,1,1,1,1,1,2,0,1,0,0,0,5,0,-1,4,1026,40,18,3,0,12,2,1,1,-1,3,7,2016
"1027",2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,1,0,1,0,0,0,5,0,40,1,1027,42,17,1,0,98,5,1,2,-1,3,7,2016
"1028",1,0,0,0,0,0,0,0,5,0,0,0,1,3,2,2,1,1,1,0,0,1,2,2,0,1,0,46,1,1028,64,16,3,5,12,2,1,2,1,1,7,2016
"1029",2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,5,0,16,2,1029,50,16,3,2,2,3,1,2,7,0,3,2016
"1030",3,0,0,0,0,0,0,0,5,0,0,0,1,1,1,1,2,3,1,0,0,1,1,2,0,1,0,44,1,1030,41,20,4,3,12,3,1,1,4,4,4,2016
"1031",2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,1,2,0,0,3,0,40,1,1031,58,20,4,2,12,2,1,1,7,1,1,2016
"1032",2,0,0,0,0,0,0,0,4,0,0,0,1,2,1,2,1,1,1,0,0,1,4,1,0,1,1,-1,5,1032,71,13,2,2,12,2,1,2,3,1,1,2016
"1033",2,1,2,2,2,1,2,1,5,2,1,3,2,2,2,2,1,1,1,3,0,1,2,2,0,1,0,50,1,1033,58,18,4,5,12,2,1,2,3,1,1,2016
"1034",1,0,0,0,0,0,0,0,4,0,0,0,1,2,2,2,2,1,2,0,9,8,5,1,0,1,0,40,1,1034,55,16,3,7,12,5,1,1,1,1,0,2016
"1035",3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,2,2,0,1,0,40,1,1035,65,17,3,0,12,4,1,2,3,3,1,2016
"1036",2,1,1,1,1,3,2,1,4,1,1,3,2,3,1,2,2,3,2,3,1,2,2,2,0,1,0,60,1,1036,27,17,3,4,12,4,1,1,1,1,4,2016
"1037",3,1,1,8,1,2,1,1,2,1,2,3,1,2,1,2,1,1,1,1,0,1,2,0,0,3,0,70,2,1037,43,19,3,2,12,3,1,1,7,3,3,2016
"1038",2,0,0,0,0,0,0,0,2,0,0,0,1,1,2,2,1,2,2,0,0,1,0,0,0,5,0,35,1,1038,29,16,3,2,10,3,1,2,7,3,3,2016
"1039",1,1,1,2,2,2,1,2,2,2,3,2,1,1,2,2,1,2,1,2,0,1,2,2,0,1,0,30,1,1039,56,16,3,1,12,4,1,1,3,3,3,2016
"1040",1,0,0,0,0,0,0,0,2,0,0,0,1,8,1,2,1,2,1,0,0,1,3,2,0,1,1,-1,5,1040,67,20,4,1,12,2,1,2,4,3,3,2016
"1041",2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,2,2,0,1,3,0,0,0,5,0,83,2,1041,21,13,1,1,12,4,1,1,7,4,3,2016
"1042",1,1,1,1,1,1,3,2,7,2,1,3,3,2,2,2,2,1,1,3,0,1,2,0,0,3,0,50,1,1042,69,12,1,4,12,1,1,1,7,0,0,2016
"1043",2,1,1,1,2,1,1,2,4,1,2,2,1,2,2,1,2,2,1,1,0,1,0,1,0,1,1,-1,5,1043,62,16,3,0,12,2,1,2,1,1,0,2016
"1044",3,1,2,1,1,1,2,2,4,2,1,3,2,2,1,2,2,1,1,3,8,2,0,0,0,5,0,38,2,1044,23,12,1,3,12,2,1,2,-1,1,1,2016
"1045",1,1,1,1,8,2,2,2,6,8,1,2,1,1,2,2,1,8,1,3,2,3,1,2,0,1,0,43,1,1045,43,16,3,6,12,2,1,2,4,4,7,2016
"1046",3,0,0,0,0,0,0,0,6,0,0,0,1,3,2,2,1,2,1,0,0,1,1,0,0,3,0,52,1,1046,46,14,1,5,12,2,1,2,7,1,3,2016
"1047",1,0,0,0,0,0,0,0,3,0,0,0,1,2,2,2,3,2,2,0,0,1,1,2,0,1,0,40,1,1047,34,16,3,2,12,3,1,1,4,1,1,2016
"1048",2,0,0,0,0,0,0,0,4,0,0,0,1,2,1,1,1,2,1,0,0,1,2,2,0,1,0,50,1,1048,40,19,4,3,12,2,1,1,4,4,4,2016
"1049",1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,2,2,1,0,0,1,2,2,0,2,1,-1,5,1049,56,16,3,1,12,1,1,1,7,1,1,2016
"1050",3,1,1,2,1,1,1,2,3,1,3,2,1,2,1,2,3,3,2,2,0,1,0,2,0,1,0,60,1,1050,25,16,3,1,12,2,1,2,3,4,3,2016
"1051",3,2,1,3,2,2,2,3,4,2,2,3,2,2,2,2,2,1,2,3,9,8,2,2,0,1,1,-1,5,1051,77,12,1,2,12,2,1,2,0,0,1,2016
"1052",1,1,3,3,1,3,1,2,1,1,3,2,1,1,1,2,1,1,2,1,0,1,0,0,0,5,0,30,2,1052,30,17,3,2,12,2,1,1,7,2,7,2016
"1053",2,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,1,1,1,0,0,1,1,0,0,3,1,-1,5,1053,70,15,1,0,12,1,1,1,7,0,7,2016
"1054",3,0,0,0,0,0,0,0,2,0,0,0,1,2,1,2,2,1,2,0,0,1,0,2,0,2,1,-1,5,1054,70,13,1,0,12,1,1,2,7,1,8,2016
"1055",1,0,0,0,0,0,0,0,6,0,0,0,1,1,1,2,1,2,1,0,0,1,3,2,0,1,1,-1,5,1055,79,16,3,4,12,2,1,1,1,8,8,2016
"1056",3,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,5,0,40,1,1056,59,16,1,2,11,1,1,1,7,0,0,2016
"1057",2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,2,2,1,0,0,1,3,1,0,1,0,40,1,1057,61,16,3,0,12,2,1,2,4,1,1,2016
"1058",1,3,3,3,2,3,2,2,4,3,2,1,1,3,3,1,3,1,3,3,0,1,0,2,0,1,1,-1,5,1058,68,14,1,3,12,2,1,1,1,0,0,2016
"1059",3,0,0,0,0,0,0,0,6,0,0,0,1,1,2,2,2,2,1,0,0,1,0,0,0,5,0,48,1,1059,29,12,1,0,12,1,2,1,7,1,1,2016
"1060",1,0,0,0,0,0,0,0,4,0,0,0,2,2,1,1,1,1,3,0,0,1,3,0,0,5,0,60,2,1060,31,12,1,1,9,4,2,2,7,1,7,2016
"1061",2,0,0,0,0,0,0,0,2,0,0,0,1,1,2,2,1,2,1,0,1,2,0,0,0,5,0,50,1,1061,32,18,3,0,10,1,1,1,7,3,3,2016
"1062",1,1,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,3,0,1,2,0,0,5,0,32,2,1062,27,12,1,0,10,2,2,2,7,1,1,2016
"1063",3,0,0,0,0,0,0,0,1,0,0,0,3,3,1,1,3,1,3,0,0,1,8,1,0,1,0,-1,4,1063,47,12,1,1,11,2,2,1,2,1,1,2016
"1064",3,1,3,2,2,2,2,3,4,2,2,3,1,2,2,1,2,2,1,3,3,2,1,2,0,1,1,-1,6,1064,35,14,2,4,11,2,1,1,1,4,3,2016
"1065",2,0,0,0,0,0,0,0,4,0,0,0,2,2,2,2,2,1,2,0,1,2,0,0,0,5,0,40,1,1065,54,12,1,0,12,1,1,1,7,1,0,2016
"1066",1,1,1,1,1,2,1,1,4,1,2,2,1,1,2,2,2,1,2,1,1,3,2,0,0,5,0,-1,4,1066,54,9,0,0,7,1,2,1,7,7,8,2016
"1067",3,0,0,0,0,0,0,0,2,0,0,0,1,3,1,1,2,1,2,0,0,1,0,0,0,5,0,-1,4,1067,31,15,1,0,10,3,2,1,-1,3,7,2016
"1068",3,0,0,0,0,0,0,0,4,0,0,0,1,3,1,2,1,1,3,0,0,1,1,2,0,1,0,32,1,1068,55,13,1,3,12,3,1,2,1,1,1,2016
"1069",1,0,0,0,0,0,0,0,4,0,0,0,3,3,1,2,2,1,1,0,0,1,1,0,0,3,0,45,1,1069,61,14,1,0,12,1,2,2,7,1,1,2016
"1070",3,1,1,2,2,1,1,1,2,1,3,3,1,1,1,2,2,3,1,2,0,1,0,0,0,5,0,40,1,1070,26,13,1,0,12,2,1,1,-1,1,1,2016
"1071",1,2,1,1,1,3,2,2,6,8,1,3,2,2,2,2,2,2,2,2,0,1,0,2,0,1,0,47,1,1071,60,12,1,6,12,2,1,2,1,1,7,2016
"1072",2,1,1,1,1,2,1,2,4,2,3,3,1,8,2,1,1,1,1,1,0,1,2,0,0,3,1,-1,5,1072,60,9,1,2,7,1,1,2,7,0,8,2016
"1073",1,0,0,0,0,0,0,0,6,0,0,0,1,2,1,2,1,2,2,0,0,1,0,0,0,5,0,45,1,1073,25,16,3,6,11,2,1,1,-1,1,1,2016
"1074",3,0,0,0,0,0,0,0,4,0,0,0,3,3,2,2,2,2,2,0,0,1,4,2,0,1,0,55,1,1074,56,16,3,3,12,2,1,1,3,1,4,2016
